customer_id,date,calls_made,data_used_gb
C00013,2023-08-29,12,6.61
C00013,2023-09-28,13,8.82
C00013,2023-10-28,12,6.41
C00013,2023-11-27,14,5.29
C00014,2023-01-01,13,6.09
C00014,2023-01-31,10,7.91
C00014,2023-03-02,9,8.4
C00014,2023-04-01,17,7.24
C00014,2023-05-01,9,9.49
C00014,2023-05-31,9,2.19
C00014,2023-06-30,6,6.43
C00014,2023-07-30,9,7.23
C00014,2023-08-29,7,9.45
C00014,2023-09-28,11,7.51
C00014,2023-10-28,16,8.77
C00014,2023-11-27,9,2.26
C00015,2023-01-01,16,1.43
C00015,2023-01-31,17,6.73
C00015,2023-03-02,10,5.68
C00015,2023-04-01,11,7.18
C00015,2023-05-01,14,4.16
C00015,2023-05-31,15,3.7
C00015,2023-06-30,12,0.58
C00015,2023-07-30,14,2.48
C00015,2023-08-29,18,5.46
C00015,2023-09-28,8,6.82
C00015,2023-10-28,10,8.4
C00015,2023-11-27,14,6.46
C00016,2023-01-01,16,4.53
C00016,2023-01-31,13,6.58
C00016,2023-03-02,22,6.42
C00016,2023-04-01,8,6.86
C00016,2023-05-01,18,9.64
C00016,2023-05-31,10,1.96
C00016,2023-06-30,13,4.7
C00016,2023-07-30,12,6.04
C00016,2023-08-29,11,6.84
C00016,2023-09-28,9,7.98
C00016,2023-10-28,7,3.91
C00016,2023-11-27,12,9.87
C00017,2023-01-01,12,2.57
C00017,2023-01-31,9,1.49
C00017,2023-03-02,9,8.41
C00017,2023-04-01,9,5.06
C00017,2023-05-01,10,2.1
C00017,2023-05-31,13,7.44
C00017,2023-06-30,16,4.55
C00017,2023-07-30,9,4.12
C00017,2023-08-29,15,1.79
C00017,2023-09-28,10,6.21
C00017,2023-10-28,15,5.1
C00017,2023-11-27,11,4.31
C00018,2023-01-01,17,7.37
C00018,2023-01-31,19,7.35
C00018,2023-03-02,12,6.25
C00018,2023-04-01,15,4.64
C00018,2023-05-01,10,0.97
C00018,2023-05-31,9,5.92
C00018,2023-06-30,12,4.29
C00018,2023-07-30,11,6.54
C00018,2023-08-29,15,5.03
C00018,2023-09-28,10,2.21
C00018,2023-10-28,9,5.67
C00018,2023-11-27,17,0.92
C00019,2023-01-01,14,5.02
C00019,2023-01-31,14,9.82
C00019,2023-03-02,13,6.2
C00019,2023-04-01,9,0.77
C00019,2023-05-01,10,8.18
C00019,2023-05-31,9,5.52
C00019,2023-06-30,11,7.18
C00019,2023-07-30,12,3.26
C00019,2023-08-29,15,7.78
C00019,2023-09-28,11,2.08
C00019,2023-10-28,13,2.92
C00019,2023-11-27,9,7.73
C00020,2023-01-01,10,8.37
C00020,2023-01-31,17,8.23
C00020,2023-03-02,10,4.03
C00020,2023-04-01,13,4.35
C00020,2023-05-01,12,5.02
C00020,2023-05-31,15,4.98
C00020,2023-06-30,9,6.97
C00020,2023-07-30,17,3.36
C00020,2023-08-29,13,1.17
C00020,2023-09-28,14,8.36
C00020,2023-10-28,9,8.04
C00020,2023-11-27,14,7.93
C00021,2023-01-01,7,2.97
C00021,2023-01-31,19,1.56
C00021,2023-03-02,10,8.55
C00021,2023-04-01,17,6.59
C00021,2023-05-01,9,0.71
C00021,2023-05-31,9,9.09
C00021,2023-06-30,10,3.97
C00021,2023-07-30,11,7.14
C00021,2023-08-29,10,6.56
C00021,2023-09-28,20,9.93
C00021,2023-10-28,12,3.47
C00021,2023-11-27,20,2.27
C00022,2023-01-01,12,5.4
C00022,2023-01-31,13,7.74
C00022,2023-03-02,20,8.51
C00022,2023-04-01,12,2.77
C00022,2023-05-01,9,2.8
C00022,2023-05-31,13,4.68
C00022,2023-06-30,11,5.35
C00022,2023-07-30,12,9.58
C00022,2023-08-29,19,9.48
C00022,2023-09-28,15,1.36
C00022,2023-10-28,9,3.94
C00022,2023-11-27,18,9.25
C00023,2023-01-01,10,5.2
C00023,2023-01-31,13,3.79
C00023,2023-03-02,9,6.89
C00023,2023-04-01,11,1.81
C00023,2023-05-01,11,4.1
C00023,2023-05-31,5,6.85
C00023,2023-06-30,13,7.04
C00023,2023-07-30,13,2.04
C00023,2023-08-29,12,9.64
C00023,2023-09-28,11,1.61
C00023,2023-10-28,17,6.48
C00023,2023-11-27,8,7.16
C00024,2023-01-01,7,2.28
C00024,2023-01-31,7,4.51
C00024,2023-03-02,9,8.52
C00024,2023-04-01,18,5.88
C00024,2023-05-01,9,7.61
C00024,2023-05-31,12,6.03
C00024,2023-06-30,19,7.81
C00024,2023-07-30,9,8.47
C00024,2023-08-29,8,4.67
C00024,2023-09-28,12,9.05
C00024,2023-10-28,11,9.63
C00024,2023-11-27,11,3.66
C00025,2023-01-01,14,0.56
C00025,2023-01-31,15,5.45
C00025,2023-03-02,21,7.74
C00025,2023-04-01,13,4.47
C00025,2023-05-01,10,4.06
C00025,2023-05-31,9,5.02
C00025,2023-06-30,16,5.79
C00025,2023-07-30,11,5.97
C00025,2023-08-29,15,6.76
C00025,2023-09-28,12,7.73
C00025,2023-10-28,9,2.31
C00025,2023-11-27,14,4.71
C00026,2023-01-01,13,9.03
C00026,2023-01-31,12,1.7
C00026,2023-03-02,11,1.26
C00026,2023-04-01,10,9.43
C00026,2023-05-01,14,4.1
C00026,2023-05-31,7,2.04
C00026,2023-06-30,10,2.03
C00026,2023-07-30,19,4.43
C00026,2023-08-29,9,4.16
C00026,2023-09-28,12,3.5
C00026,2023-10-28,13,7.27
C00026,2023-11-27,8,9.22
C00027,2023-01-01,18,1.78
C00027,2023-01-31,16,7.85
C00027,2023-03-02,12,0.73
C00027,2023-04-01,13,2.28
C00027,2023-05-01,11,3.11
C00027,2023-05-31,7,3.4
C00027,2023-06-30,16,1.68
C00027,2023-07-30,14,1.7
C00027,2023-08-29,11,7.19
C00027,2023-09-28,6,3.12
C00027,2023-10-28,13,9.15
C00027,2023-11-27,11,3.05
C00028,2023-01-01,10,3.22
C00028,2023-01-31,13,1.61
C00028,2023-03-02,11,3.15
C00028,2023-04-01,12,5.9
C00028,2023-05-01,12,0.54
C00028,2023-05-31,8,7.2
C00028,2023-06-30,12,9.33
C00028,2023-07-30,10,8.97
C00028,2023-08-29,10,7.25
C00028,2023-09-28,17,9.35
C00028,2023-10-28,11,1.25
C00028,2023-11-27,11,2.68
C00029,2023-01-01,9,4.4
C00029,2023-01-31,11,6.31
C00029,2023-03-02,15,4.51
C00029,2023-04-01,12,3.38
C00029,2023-05-01,15,4.59
C00029,2023-05-31,5,7.2
C00029,2023-06-30,13,3.25
C00029,2023-07-30,11,8.27
C00029,2023-08-29,11,5.33
C00029,2023-09-28,14,7.3
C00029,2023-10-28,15,2.09
C00029,2023-11-27,9,3.08
C00030,2023-01-01,15,7.79
C00030,2023-01-31,12,9.15
C00030,2023-03-02,14,6.56
C00030,2023-04-01,13,4.53
C00030,2023-05-01,13,5.43
C00030,2023-05-31,4,4.74
C00030,2023-06-30,12,2.76
C00030,2023-07-30,14,9.27
C00030,2023-08-29,10,3.5
C00030,2023-09-28,9,9.97
C00030,2023-10-28,15,4.79
C00030,2023-11-27,10,5.89
C00031,2023-01-01,16,7.66
C00031,2023-01-31,17,0.63
C00031,2023-03-02,14,3.59
C00031,2023-04-01,14,2.19
C00031,2023-05-01,22,3.63
C00031,2023-05-31,11,6.44
C00031,2023-06-30,9,4.24
C00031,2023-07-30,11,7.74
C00031,2023-08-29,13,4.45
C00031,2023-09-28,11,3.4
C00031,2023-10-28,10,3.19
C00031,2023-11-27,14,1.27
C00032,2023-01-01,7,7.57
C00032,2023-01-31,16,3.63
C00032,2023-03-02,11,5.26
C00032,2023-04-01,9,4.65
C00032,2023-05-01,14,4.2
C00032,2023-05-31,14,6.12
C00032,2023-06-30,10,1.08
C00032,2023-07-30,18,2.01
C00032,2023-08-29,9,1.15
C00032,2023-09-28,11,6.2
C00032,2023-10-28,12,9.62
C00032,2023-11-27,8,7.28
C00033,2023-01-01,6,5.1
C00033,2023-01-31,10,3.18
C00033,2023-03-02,10,1.88
C00033,2023-04-01,10,7.55
C00033,2023-05-01,16,0.84
C00033,2023-05-31,23,9.63
C00033,2023-06-30,11,6.26
C00033,2023-07-30,15,8.08
C00033,2023-08-29,9,8.64
C00033,2023-09-28,8,1.1
C00033,2023-10-28,8,2.43
C00033,2023-11-27,10,9.2
C00034,2023-01-01,11,2.63
C00034,2023-01-31,15,9.69
C00034,2023-03-02,12,5.97
C00034,2023-04-01,11,8.42
C00034,2023-05-01,10,4.61
C00034,2023-05-31,9,9.91
C00034,2023-06-30,13,6.94
C00034,2023-07-30,14,3.52
C00034,2023-08-29,10,3.58
C00034,2023-09-28,14,2.42
C00034,2023-10-28,22,5.88
C00034,2023-11-27,14,3.45
C00035,2023-01-01,15,5.91
C00035,2023-01-31,9,2.57
C00035,2023-03-02,15,8.96
C00035,2023-04-01,16,4.17
C00035,2023-05-01,14,1.27
C00035,2023-05-31,7,1.92
C00035,2023-06-30,9,0.65
C00035,2023-07-30,14,0.93
C00035,2023-08-29,13,9.62
C00035,2023-09-28,16,6.86
C00035,2023-10-28,16,1.08
C00035,2023-11-27,12,7.29
C00036,2023-01-01,13,3.05
C00036,2023-01-31,15,2.91
C00036,2023-03-02,9,4.24
C00036,2023-04-01,8,7.94
C00036,2023-05-01,15,9.44
C00036,2023-05-31,15,1.74
C00036,2023-06-30,10,6.41
C00036,2023-07-30,10,7.69
C00036,2023-08-29,9,2.35
C00036,2023-09-28,14,8.08
C00036,2023-10-28,5,1.97
C00036,2023-11-27,8,5.84
C00037,2023-01-01,13,4.47
C00037,2023-01-31,12,9.96
C00037,2023-03-02,13,7.35
C00037,2023-04-01,19,8.28
C00037,2023-05-01,14,8.07
C00037,2023-05-31,11,9.94
C00037,2023-06-30,11,8.18
C00037,2023-07-30,12,3.17
C00037,2023-08-29,14,1.61
C00037,2023-09-28,12,3.25
C00037,2023-10-28,15,7.1
C00037,2023-11-27,11,2.47
C00038,2023-01-01,19,8.27
C00038,2023-01-31,9,3.59
C00038,2023-03-02,11,4.52
C00038,2023-04-01,14,1.5
C00038,2023-05-01,14,5.74
C00038,2023-05-31,8,7.7
C00038,2023-06-30,14,9.71
C00038,2023-07-30,9,4.87
C00038,2023-08-29,6,4.14
C00038,2023-09-28,12,1.28
C00038,2023-10-28,9,7.79
C00038,2023-11-27,14,4.27
C00039,2023-01-01,17,3.34
C00039,2023-01-31,13,4.29
C00039,2023-03-02,16,6.12
C00039,2023-04-01,8,3.1
C00039,2023-05-01,3,6.68
C00039,2023-05-31,12,1.08
C00039,2023-06-30,9,3.28
C00039,2023-07-30,12,3.93
C00039,2023-08-29,14,5.33
C00039,2023-09-28,9,2.7
C00039,2023-10-28,11,2.62
C00039,2023-11-27,9,1.22
C00040,2023-01-01,13,7.78
C00040,2023-01-31,15,7.51
C00040,2023-03-02,15,0.94
C00040,2023-04-01,13,3.07
C00040,2023-05-01,14,5.95
C00040,2023-05-31,11,8.63
C00040,2023-06-30,15,4.63
C00040,2023-07-30,14,9.57
C00040,2023-08-29,15,5.8
C00040,2023-09-28,11,0.92
C00040,2023-10-28,11,1.84
C00040,2023-11-27,11,3.94
C00041,2023-01-01,13,6.08
C00041,2023-01-31,12,2.58
C00041,2023-03-02,15,7.21
C00041,2023-04-01,13,8.06
C00041,2023-05-01,9,1.1
C00041,2023-05-31,8,0.65
C00041,2023-06-30,15,6.09
C00041,2023-07-30,12,8.0
C00041,2023-08-29,6,6.67
C00041,2023-09-28,12,8.06
C00041,2023-10-28,15,3.7
C00041,2023-11-27,5,1.98
C00042,2023-01-01,8,6.61
C00042,2023-01-31,10,1.22
C00042,2023-03-02,16,7.16
C00042,2023-04-01,14,5.32
C00042,2023-05-01,9,9.64
C00042,2023-05-31,16,0.72
C00042,2023-06-30,12,3.48
C00042,2023-07-30,11,9.22
C00042,2023-08-29,12,3.86
C00042,2023-09-28,11,4.62
C00042,2023-10-28,10,2.43
C00042,2023-11-27,9,8.73
C00043,2023-01-01,9,6.87
C00043,2023-01-31,13,1.41
C00043,2023-03-02,11,5.96
C00043,2023-04-01,8,1.05
C00043,2023-05-01,10,2.28
C00043,2023-05-31,19,8.98
C00043,2023-06-30,11,0.8
C00043,2023-07-30,12,0.66
C00043,2023-08-29,15,4.8
C00043,2023-09-28,7,5.54
C00043,2023-10-28,10,2.2
C00043,2023-11-27,16,4.94
C00044,2023-01-01,8,2.45
C00044,2023-01-31,12,1.42
C00044,2023-03-02,15,1.99
C00044,2023-04-01,12,6.01
C00044,2023-05-01,10,2.24
C00044,2023-05-31,10,2.15
C00044,2023-06-30,7,5.81
C00044,2023-07-30,6,3.0
C00044,2023-08-29,8,0.85
C00044,2023-09-28,13,6.85
C00044,2023-10-28,13,6.41
C00044,2023-11-27,13,4.45
C00045,2023-01-01,10,3.48
C00045,2023-01-31,12,9.38
C00045,2023-03-02,9,8.76
C00045,2023-04-01,19,1.59
C00045,2023-05-01,12,8.89
C00045,2023-05-31,14,8.92
C00045,2023-06-30,26,1.64
C00045,2023-07-30,8,7.76
C00045,2023-08-29,13,4.92
C00045,2023-09-28,10,6.87
C00045,2023-10-28,18,3.09
C00045,2023-11-27,9,1.78
C00046,2023-01-01,13,6.34
C00046,2023-01-31,6,5.59
C00046,2023-03-02,12,8.36
C00046,2023-04-01,8,5.78
C00046,2023-05-01,16,4.29
C00046,2023-05-31,13,7.24
C00046,2023-06-30,9,3.09
C00046,2023-07-30,17,2.84
C00046,2023-08-29,9,3.43
C00046,2023-09-28,10,9.63
C00046,2023-10-28,9,9.47
C00046,2023-11-27,17,8.71
C00047,2023-01-01,9,8.29
C00047,2023-01-31,15,1.36
C00047,2023-03-02,9,9.67
C00047,2023-04-01,9,2.67
C00047,2023-05-01,14,6.06
C00047,2023-05-31,10,8.49
C00047,2023-06-30,11,5.7
C00047,2023-07-30,16,1.76
C00047,2023-08-29,11,1.18
C00047,2023-09-28,11,1.25
C00047,2023-10-28,16,2.54
C00047,2023-11-27,7,6.4
C00048,2023-01-01,11,9.54
C00048,2023-01-31,11,6.78
C00048,2023-03-02,12,3.25
C00048,2023-04-01,13,9.7
C00048,2023-05-01,16,7.85
C00048,2023-05-31,8,2.35
C00048,2023-06-30,10,3.71
C00048,2023-07-30,14,7.23
C00048,2023-08-29,6,3.76
C00048,2023-09-28,11,7.98
C00048,2023-10-28,15,3.32
C00048,2023-11-27,13,1.18
C00049,2023-01-01,16,8.63
C00049,2023-01-31,4,3.31
C00049,2023-03-02,7,8.09
C00049,2023-04-01,11,2.69
C00049,2023-05-01,11,0.78
C00049,2023-05-31,12,1.66
C00049,2023-06-30,27,8.92
C00049,2023-07-30,10,1.99
C00049,2023-08-29,16,6.86
C00049,2023-09-28,10,1.39
C00049,2023-10-28,10,2.57
C00049,2023-11-27,13,8.01
C00050,2023-01-01,9,1.39
C00050,2023-01-31,12,3.8
C00050,2023-03-02,17,2.82
C00050,2023-04-01,6,4.96
C00050,2023-05-01,14,0.99
C00050,2023-05-31,14,6.97
C00050,2023-06-30,9,5.05
C00050,2023-07-30,12,3.22
C00050,2023-08-29,9,4.27
C00050,2023-09-28,12,1.13
C00050,2023-10-28,18,3.98
C00050,2023-11-27,10,7.4
C00051,2023-01-01,9,1.14
C00051,2023-01-31,12,6.7
C00051,2023-03-02,13,3.54
C00051,2023-04-01,11,0.87
C00051,2023-05-01,10,3.92
C00051,2023-05-31,11,1.16
C00051,2023-06-30,18,5.48
C00051,2023-07-30,14,1.97
C00051,2023-08-29,11,3.39
C00051,2023-09-28,18,7.25
C00051,2023-10-28,12,5.43
C00051,2023-11-27,12,6.83
C00052,2023-01-01,12,3.75
C00052,2023-01-31,7,9.22
C00052,2023-03-02,9,3.76
C00052,2023-04-01,7,3.97
C00052,2023-05-01,4,1.85
C00052,2023-05-31,13,2.34
C00052,2023-06-30,6,0.58
C00052,2023-07-30,15,2.67
C00052,2023-08-29,7,8.08
C00052,2023-09-28,8,5.87
C00052,2023-10-28,11,2.16
C00052,2023-11-27,13,7.68
C00053,2023-01-01,10,9.63
C00053,2023-01-31,17,4.49
C00053,2023-03-02,20,3.89
C00053,2023-04-01,17,2.37
C00053,2023-05-01,18,2.51
C00053,2023-05-31,13,3.34
C00053,2023-06-30,10,1.92
C00053,2023-07-30,12,5.0
C00053,2023-08-29,12,3.31
C00053,2023-09-28,13,6.16
C00053,2023-10-28,20,9.07
C00053,2023-11-27,9,5.66
C00054,2023-01-01,8,2.63
C00054,2023-01-31,19,2.12
C00054,2023-03-02,13,6.79
C00054,2023-04-01,15,1.56
C00054,2023-05-01,15,0.69
C00054,2023-05-31,15,7.14
C00054,2023-06-30,11,3.64
C00054,2023-07-30,13,7.03
C00054,2023-08-29,15,8.82
C00054,2023-09-28,14,5.07
C00054,2023-10-28,14,7.52
C00054,2023-11-27,12,5.79
C00055,2023-01-01,5,8.95
C00055,2023-01-31,12,3.16
C00055,2023-03-02,12,7.58
C00055,2023-04-01,7,8.18
C00055,2023-05-01,7,8.26
C00055,2023-05-31,15,1.54
C00055,2023-06-30,12,5.43
C00055,2023-07-30,11,7.41
C00055,2023-08-29,15,2.39
C00055,2023-09-28,11,4.79
C00055,2023-10-28,8,1.11
C00055,2023-11-27,8,3.78
C00056,2023-01-01,9,6.73
C00056,2023-01-31,13,2.24
C00056,2023-03-02,16,3.03
C00056,2023-04-01,9,4.87
C00056,2023-05-01,7,4.14
C00056,2023-05-31,12,9.9
C00056,2023-06-30,16,6.67
C00056,2023-07-30,11,6.71
C00056,2023-08-29,8,7.6
C00056,2023-09-28,8,5.04
C00056,2023-10-28,17,7.52
C00056,2023-11-27,11,9.74
C00057,2023-01-01,15,2.09
C00057,2023-01-31,16,7.21
C00057,2023-03-02,12,0.96
C00057,2023-04-01,12,8.49
C00057,2023-05-01,16,3.52
C00057,2023-05-31,14,6.75
C00057,2023-06-30,11,6.17
C00057,2023-07-30,16,7.51
C00057,2023-08-29,15,4.15
C00057,2023-09-28,7,7.8
C00057,2023-10-28,13,2.99
C00057,2023-11-27,11,4.62
C00058,2023-01-01,9,6.7
C00058,2023-01-31,17,7.07
C00058,2023-03-02,7,9.26
C00058,2023-04-01,7,6.96
C00058,2023-05-01,5,8.76
C00058,2023-05-31,11,9.47
C00058,2023-06-30,10,9.76
C00058,2023-07-30,9,5.58
C00058,2023-08-29,16,8.08
C00058,2023-09-28,17,7.27
C00058,2023-10-28,14,1.26
C00058,2023-11-27,13,4.13
C00059,2023-01-01,10,1.01
C00059,2023-01-31,12,6.47
C00059,2023-03-02,15,7.41
C00059,2023-04-01,12,8.96
C00059,2023-05-01,17,9.18
C00059,2023-05-31,15,3.65
C00059,2023-06-30,11,5.93
C00059,2023-07-30,12,5.61
C00059,2023-08-29,18,3.3
C00059,2023-09-28,18,3.63
C00059,2023-10-28,13,5.65
C00059,2023-11-27,15,9.83
C00060,2023-01-01,11,4.78
C00060,2023-01-31,14,4.31
C00060,2023-03-02,21,6.77
C00060,2023-04-01,15,3.09
C00060,2023-05-01,8,1.55
C00060,2023-05-31,11,8.17
C00060,2023-06-30,13,4.4
C00060,2023-07-30,10,9.41
C00060,2023-08-29,10,6.72
C00060,2023-09-28,16,3.16
C00060,2023-10-28,17,6.25
C00060,2023-11-27,9,6.51
C00061,2023-01-01,12,1.9
C00061,2023-01-31,10,8.11
C00061,2023-03-02,12,5.15
C00061,2023-04-01,9,8.67
C00061,2023-05-01,19,7.77
C00061,2023-05-31,11,7.05
C00061,2023-06-30,9,2.53
C00061,2023-07-30,8,3.55
C00061,2023-08-29,12,3.59
C00061,2023-09-28,8,8.97
C00061,2023-10-28,9,4.75
C00061,2023-11-27,19,2.19
C00062,2023-01-01,12,6.54
C00062,2023-01-31,11,6.45
C00062,2023-03-02,18,6.17
C00062,2023-04-01,19,8.71
C00062,2023-05-01,16,7.94
C00062,2023-05-31,7,9.56
C00062,2023-06-30,8,3.55
C00062,2023-07-30,18,4.4
C00062,2023-08-29,11,1.5
C00062,2023-09-28,17,9.24
C00062,2023-10-28,14,6.0
C00062,2023-11-27,9,7.62
C00063,2023-01-01,9,7.42
C00063,2023-01-31,13,6.48
C00063,2023-03-02,13,8.35
C00063,2023-04-01,8,7.73
C00063,2023-05-01,14,4.26
C00063,2023-05-31,11,5.23
C00063,2023-06-30,10,8.45
C00063,2023-07-30,7,5.82
C00063,2023-08-29,12,7.26
C00063,2023-09-28,11,1.07
C00063,2023-10-28,15,9.74
C00063,2023-11-27,8,3.52
C00064,2023-01-01,12,3.37
C00064,2023-01-31,10,3.86
C00064,2023-03-02,7,2.37
C00064,2023-04-01,16,8.72
C00064,2023-05-01,13,5.72
C00064,2023-05-31,11,7.78
C00064,2023-06-30,14,5.04
C00064,2023-07-30,11,3.58
C00064,2023-08-29,19,3.58
C00064,2023-09-28,9,7.23
C00064,2023-10-28,12,4.99
C00064,2023-11-27,12,9.19
C00065,2023-01-01,11,9.51
C00065,2023-01-31,10,2.71
C00065,2023-03-02,9,1.09
C00065,2023-04-01,13,5.97
C00065,2023-05-01,15,5.76
C00065,2023-05-31,16,7.75
C00065,2023-06-30,14,7.98
C00065,2023-07-30,15,2.01
C00065,2023-08-29,10,3.93
C00065,2023-09-28,17,4.55
C00065,2023-10-28,12,8.18
C00065,2023-11-27,8,1.15
C00066,2023-01-01,12,7.48
C00066,2023-01-31,10,7.47
C00066,2023-03-02,15,1.14
C00066,2023-04-01,11,2.25
C00066,2023-05-01,15,5.26
C00066,2023-05-31,13,3.53
C00066,2023-06-30,11,8.71
C00066,2023-07-30,13,2.75
C00066,2023-08-29,9,7.04
C00066,2023-09-28,10,7.24
C00066,2023-10-28,23,1.1
C00066,2023-11-27,8,6.11
C00067,2023-01-01,10,4.29
C00067,2023-01-31,8,5.46
C00067,2023-03-02,14,5.99
C00067,2023-04-01,9,8.2
C00067,2023-05-01,15,5.89
C00067,2023-05-31,15,6.25
C00067,2023-06-30,16,4.83
C00067,2023-07-30,14,4.16
C00067,2023-08-29,10,2.36
C00067,2023-09-28,11,6.22
C00067,2023-10-28,11,3.11
C00067,2023-11-27,9,3.42
C00068,2023-01-01,11,5.07
C00068,2023-01-31,13,2.47
C00068,2023-03-02,10,7.66
C00068,2023-04-01,18,6.91
C00068,2023-05-01,8,9.8
C00068,2023-05-31,8,5.26
C00068,2023-06-30,9,0.81
C00068,2023-07-30,10,5.24
C00068,2023-08-29,12,2.78
C00068,2023-09-28,16,4.63
C00068,2023-10-28,14,7.74
C00068,2023-11-27,16,1.13
C00069,2023-01-01,11,1.24
C00069,2023-01-31,13,5.07
C00069,2023-03-02,9,1.18
C00069,2023-04-01,10,7.4
C00069,2023-05-01,17,6.74
